"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x18822612","x1084989254495817728",2019-01-15 01:42:51,"AmyKremer","DC trip off to a great start! 

Standing here with an angel mom and @WomenforTrump and our Uber just drives off and leaves us standing here. 🤷‍♀️

Definitely missing the southern charm we’re used to 😝","Twitter for iPhone",140,,,,FALSE,TRUE,0,115,,,,,,,,,,,,,,"x970713428296810501 x720843893441306624","DeplorableChoir WomenforTrump","en",,,,,,,,,,,,,,,,"x1084890993235771394","DC trip off to a great start! 

Standing here with an angel mom and @WomenforTrump and our Uber just drives off and leaves us standing here. 🤷‍♀️

Definitely missing the southern charm we’re used to 😝",2019-01-14 19:12:23,"Twitter for iPhone",323,115,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084989254495817728","Amy Kremer","Roswell, GA","Co-Founder & Chair @womenfortrump; Former candidate 4 Congress, #TeaParty Express, #Delta Flight Attendant #gapol #gagop #MAGA #womenfortrump #nra","https://t.co/kdWwRWWsN0",FALSE,28611,18968,552,31386,11826,2009-01-10 01:12:24,TRUE,"https://t.co/kdWwRWWsN0","http://www.amykremer.com","en","https://pbs.twimg.com/profile_banners/18822612/1523805726","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/948394990006398978/aZDXLWK5_normal.jpg"
"x442456291","x1084186413262880770",2019-01-12 20:32:38,"ColbyCovMMA","Listen to the people Uncle Fester! You can't do the #birdboxchallenge forever! https://t.co/g675aDszuo","Twitter for iPhone",78,,,,FALSE,FALSE,2402,377,"birdboxchallenge",,,,,"http://pbs.twimg.com/media/DwvNy3iX0AAl_c1.jpg","https://t.co/g675aDszuo","https://twitter.com/ColbyCovMMA/status/1084186413262880770/photo/1","photo","http://pbs.twimg.com/media/DwvNy3iX0AAl_c1.jpg","https://t.co/g675aDszuo","https://twitter.com/ColbyCovMMA/status/1084186413262880770/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/5c2b5e46ab891f07.json","Las Vegas","Las Vegas, NV","city","United States","US","NA NA","NA NA","-115.384091 -115.062159 -115.062159 -115.384091 36.129459 36.129459 36.336371 36.336371","https://twitter.com/NA/status/1084186413262880770","Colby Covington","Made in Oregon","@UFC Welterweight King 🤴🏻👊🏻🏆@AmericanTopTeam ‘s Finest #MAGA 🇺🇸 First Ever #UFC Champion invited to the @WhiteHouse 🇺🇸#GreatAmericanWinningMachine",,FALSE,62779,216,335,4049,8868,2011-12-21 04:16:34,TRUE,,,"en","https://pbs.twimg.com/profile_banners/442456291/1500574263","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1025479497615859714/25Rsnk1-_normal.jpg"
"x2836649717","x1084693973262913541",2019-01-14 06:09:30,"Gregory_Gains","Brilliant!💡
Yes I know schweetheart &amp; I must say that coping with all that just proves how amazingly strong you are 😎
Brave &amp; tough &amp; so cool, VERY proud of you!
Just hit the GG key and all your money troubles will be over.
Over
#Serenynia #LIVENovel #TheTimeTraveler #Ferrari https://t.co/fycUon3SxT","Twitter Web Client",288,,,,FALSE,FALSE,0,0,"Serenynia LIVENovel TheTimeTraveler Ferrari",,,,,"http://pbs.twimg.com/media/Dw2aM9nWsAAhKs8.jpg","https://t.co/fycUon3SxT","https://twitter.com/Gregory_Gains/status/1084693973262913541/photo/1","photo","http://pbs.twimg.com/media/Dw2aM9nWsAAhKs8.jpg","https://t.co/fycUon3SxT","https://twitter.com/Gregory_Gains/status/1084693973262913541/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084693973262913541","Gregory Gains","","🇸🇪🇺🇸#DeplorableGuitarist Time Traveling Musician & Film Maker #MAGA = #WorldPeace I follow Positive people!
https://t.co/NPfV6HTUr4","https://t.co/oSqBs6nxIw",FALSE,1564,1563,6,2296,1042,2014-10-18 23:44:20,FALSE,"https://t.co/oSqBs6nxIw","http://www.gregorygains.com/","en-gb","https://pbs.twimg.com/profile_banners/2836649717/1415751864","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/611389566671433728/xzL8_8nz_normal.png"
"x26089178","x1085674982305398789",2019-01-16 23:07:41,"RepublicanGOP","There are now 77 major or significant Walls built around the world, with 45 countries planning or building Walls. Over 800 miles of Walls have been built in Europe since only 2015. They have all been recognized as close to 100% successful. Stop the crime at our Southern Border!","Twitter for Android",140,,,,FALSE,TRUE,0,35082,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,"x1085515276228153345","There are now 77 major or significant Walls built around the world, with 45 countries planning or building Walls. Over 800 miles of Walls have been built in Europe since only 2015. They have all been recognized as close to 100% successful. Stop the crime at our Southern Border!",2019-01-16 12:33:04,"Twitter for iPhone",136454,35082,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085674982305398789","Republican Supporter","USA!!!...USA!!!...USA!!!","Supporting the Republican Party (@GOP)! Not authorized by any candidate or candidate committee. Retweets are not an endorsement.
#MAGA","https://t.co/oevghxp32R",FALSE,56920,2403,788,12630,161,2009-03-23 21:01:59,FALSE,"https://t.co/oevghxp32R","https://www.gop.com","en","https://pbs.twimg.com/profile_banners/26089178/1353185237","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/141485388/Republican_Elephant_4_normal.jpg"
"x29242321","x1085680194990542849",2019-01-16 23:28:24,"danteinvest","@DanielJHemel They should be able to securitize future pay with a bank","Twitter for iPhone",56,"x1084973427268730881","x533172696","DanielJHemel",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x533172696","DanielJHemel","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085680194990542849","danteinvest","Manhattan, NY","Distressed and Event Driven Investor with libertarian leaning politics. Those who say don't know and those who know don't say. #MAGA",,FALSE,1375,2073,47,14417,14918,2009-04-06 17:07:00,FALSE,,,"en","https://pbs.twimg.com/profile_banners/29242321/1476641388","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/787717272634884101/6xvmZN5E_normal.jpg"
"x16296683","x1083757751984160768",2019-01-11 16:09:17,"DougWead","#presidential liars. #DonalTrump keeps his promises. https://t.co/QvY3UurqJR https://t.co/KiSHeXMIja","Twitter Web Client",76,,,,FALSE,FALSE,16,12,"presidential DonalTrump",,"youtube.com/watch?v=Zfo1p_…","https://t.co/QvY3UurqJR","https://www.youtube.com/watch?v=Zfo1p_nLkXE","http://pbs.twimg.com/ext_tw_video_thumb/1083757378393292800/pu/img/dWidQ3AtUqv4kQFl.jpg","https://t.co/KiSHeXMIja","https://twitter.com/DougWead/status/1083757751984160768/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1083757378393292800/pu/img/dWidQ3AtUqv4kQFl.jpg","https://t.co/KiSHeXMIja","https://twitter.com/DougWead/status/1083757751984160768/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1083757751984160768","Doug Wead","Virginia","Historian - bestselling author. New book #GameOfThorns Reached 4 on Amazon. #MAGA #Dobbs #Cavuto","https://t.co/MRWJsMmhLa",FALSE,30828,6411,539,3135,527,2008-09-15 15:12:26,FALSE,"https://t.co/MRWJsMmhLa","http://www.dougwead.com/","en","https://pbs.twimg.com/profile_banners/16296683/1488241991","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/776118517422784512/OuhLIYkb_normal.jpg"
"x146322653","x1084588174217666560",2019-01-13 23:09:06,"TaraLaRosa","@TheReturnOfMan @realDonaldTrump Yaaaaaaas! 😍😍😍😍😍","Twitter for iPhone",16,"x1084587914011525120","x1059634128327450624","TheReturnOfMan",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x1059634128327450624 x25073877","TheReturnOfMan realDonaldTrump","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084588174217666560","Tara LaRosa","United States","Pro MMA fighter 22-5 125lb division. Born & raised in NJ. Right leaning #hunt #fish #hike #fight #game #Uhuru #MAGA https://t.co/jB36jb4qKi","https://t.co/kidD0BXSqx",FALSE,34108,780,392,19577,37372,2010-05-21 04:22:43,TRUE,"https://t.co/kidD0BXSqx","https://www.twitch.tv/taramflarosamma","en","https://pbs.twimg.com/profile_banners/146322653/1462474217","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/2443417455/image_normal.jpg"
"x30696928","x1083254557549965312",2019-01-10 06:49:47,"TopDogNews","Angry Black California resident perfectly explains how illegal immigration is devastating black &amp; Hispanic American communities. “ i Cant even get a job in California unless I speak English &amp; Spanish.... IN MY OWN COUNTRY” Media Blackout. Please Share!#PresidentialAddress https://t.co/bBJz4mx4N8","Twitter for Android",144,,,,FALSE,TRUE,0,12921,,,,,,,,,,,,,,"x762389795037294592","TheRightMelissa","en",,,,,,,,,,,,,,,,"x1082837064012443649","Angry Black California resident perfectly explains how illegal immigration is devastating black &amp; Hispanic American communities. “ i Cant even get a job in California unless I speak English &amp; Spanish.... IN MY OWN COUNTRY” Media Blackout. Please Share!#PresidentialAddress https://t.co/bBJz4mx4N8",2019-01-09 03:10:48,"Twitter for iPhone",18838,12921,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1083254557549965312","Top Dog News","Houston, Texas","Enjoy social networking, the outdoors, hanging out with friends and talking about important news. #maga #nra Earn extra cash as an #UberDriver","https://t.co/8QQvmzMEJs",FALSE,67120,32906,460,31938,307,2009-04-12 18:41:39,FALSE,"https://t.co/8QQvmzMEJs","https://partners.uber.com/i/ericp19994ue","en","https://pbs.twimg.com/profile_banners/30696928/1476745423","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1073483117523021828/C_bpB35B_normal.jpg"
"x234163619","x1085657824158339073",2019-01-16 21:59:30,"Chadwick_Moore","Basic game theory. You could run this simulation 1,000’s of times and same result:

Team A - always defends its own side.

Team B - defends its own side sometimes. 

Team A (the left) wins. There is no stopping it. The only question is how soon until they take total power.","Twitter for iPhone",140,,,,FALSE,TRUE,0,371,,,,,,,,,,,,,,"x358545917","Cernovich","en",,,,,,,,,,,,,,,,"x1085641876303011840","Basic game theory. You could run this simulation 1,000’s of times and same result:

Team A - always defends its own side.

Team B - defends its own side sometimes. 

Team A (the left) wins. There is no stopping it. The only question is how soon until they take total power.",2019-01-16 20:56:08,"Twitter for iPhone",1126,371,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085657824158339073","Chadwick Moore","New York City","Free speech/markets/people/thought. Constitutional conservative and rogue homosexual. #MAGA Please help support my journalism https://t.co/PenugdFzUq","https://t.co/i9NMWR8h6l",FALSE,35251,1028,351,5771,14972,2011-01-05 00:17:33,TRUE,"https://t.co/i9NMWR8h6l","http://www.chadwickmoore.com","en","https://pbs.twimg.com/profile_banners/234163619/1530927323","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/927361588981567488/RxcuRVmN_normal.jpg"
"x218027755","x1085673048857108485",2019-01-16 23:00:00,"freedom_vine","Was a Bronx teacher fired because she was white and she taught a lesson on slavery?","Twitter Ads Composer",83,,,,FALSE,FALSE,5,3,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085673048857108485","Freedom Vine: Free Speech Social Media Platform","JOIN THE MOVEMENT!","Your New Free Speech Social Media Network🇺🇸 Sign Up Now: https://t.co/fUyu0AuoW6 | #1A #MAGA |👇🏼Collab Inquiries please email: FV.Collaborations@gmail.com","https://t.co/AZqhXYx1i6",FALSE,71949,17044,1220,57084,5395,2010-11-21 06:23:27,FALSE,"https://t.co/AZqhXYx1i6","http://www.Freedomvine.com","en","https://pbs.twimg.com/profile_banners/218027755/1521753632","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/976919859043868673/YPQnlezL_normal.jpg"
"x16181186","x1085579010954780672",2019-01-16 16:46:19,"rockingjude",".The TRUMP ECLIPSE Jan 2019 - End Time SIGN of Blood Moons CONFIRMED https://t.co/uu0ye69H4C via @YouTube https://t.co/mpRdlvQOCV","Twitter for iPad",105,,,,FALSE,FALSE,0,0,,,"youtu.be/HI1jKBDwsxE","https://t.co/uu0ye69H4C","https://youtu.be/HI1jKBDwsxE","http://pbs.twimg.com/media/DxDAWt-VYAEph-6.jpg","https://t.co/mpRdlvQOCV","https://twitter.com/rockingjude/status/1085579010954780672/photo/1","photo","http://pbs.twimg.com/media/DxDAWt-VYAEph-6.jpg","https://t.co/mpRdlvQOCV","https://twitter.com/rockingjude/status/1085579010954780672/photo/1",,"x10228272","YouTube","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085579010954780672","rockingjude","","~♥~Long time truther and spiritual warrior 💫 Geopolitics Geoeconomics #MAGA #WWG1WGA",,FALSE,81285,57224,1615,91292,2870,2008-09-08 06:39:33,FALSE,,,"en","https://pbs.twimg.com/profile_banners/16181186/1461633584","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/785377719580098564/olRy0EjF_normal.jpg"
"x198157416","x1085142849237192705",2019-01-15 11:53:10,"HannahOstapjuk","'Girl in the Flowered Dress' a #selfportrait. 
I'm an #artist living and working in beautiful #yorkshire. An autobiographical figurative #artist &amp; contemporary #portrait painter, I predominately paint #portraits using #oilpaint, though recently I've focussed on #drawing. https://t.co/zBSVkvruFY","Twitter for Android",275,,,,FALSE,FALSE,2,1,"selfportrait artist yorkshire artist portrait portraits oilpaint drawing",,,,,"http://pbs.twimg.com/media/Dw8zqo8XcAAvhcV.jpg","https://t.co/zBSVkvruFY","https://twitter.com/HannahOstapjuk/status/1085142849237192705/photo/1","photo","http://pbs.twimg.com/media/Dw8zqo8XcAAvhcV.jpg","https://t.co/zBSVkvruFY","https://twitter.com/HannahOstapjuk/status/1085142849237192705/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085142849237192705","Hannah Ostapjuk","Yorkshire and The Humber","Artist and Portrait Painter based in Yorkshire. Mummy to a beautiful little girl.
Queen of Krav Maga. #Yorkshire #Artist #KravMaga","https://t.co/wYydEOjRT2",FALSE,1869,2302,132,14960,701,2010-10-03 14:27:16,FALSE,"https://t.co/wYydEOjRT2","http://hannahostapjuk.org","en","https://pbs.twimg.com/profile_banners/198157416/1403472665","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/676526793726287877/uNYKRZXG_normal.jpg"
"x65899823","x1085332518126133248",2019-01-16 00:26:51,"EarlyEditionUSA","#mnwild https://t.co/SBRew96J9E","Twitter for iPhone",7,,,,FALSE,FALSE,3,0,"mnwild",,,,,"http://pbs.twimg.com/media/Dw_gK40XgAA3ygw.jpg","https://t.co/SBRew96J9E","https://twitter.com/EarlyEditionUSA/status/1085332518126133248/photo/1","photo","http://pbs.twimg.com/media/Dw_gK40XgAA3ygw.jpg","https://t.co/SBRew96J9E","https://twitter.com/EarlyEditionUSA/status/1085332518126133248/photo/1",,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085332518126133248","Early Edition USA","United States and World","The New No Safe Space Zone -You will need your own thinking cap here. #economics #culture #freedom #liberty #foreignpolicy #paleocon #maga",,FALSE,41321,8799,697,61880,18,2009-08-15 13:48:36,FALSE,,,"en","https://pbs.twimg.com/profile_banners/65899823/1497120459","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/873607387650727936/z0via3Kh_normal.jpg"
"x963297229","x1085660700419096577",2019-01-16 22:10:56,"realTrumpForce","@realDonaldTrump None believer in walls and proper border security?

Pitch an open tent in a dark alley, with all your worthy possessions, jump in your sleeping bag and lets see what happens in the middle of the night!","Twitter for Android",201,"x1085515276228153345","x25073877","realDonaldTrump",FALSE,FALSE,23,12,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085660700419096577","Trump Force 2020 🇺🇸","NYC - USA","Since June 16th 2015 - The Original President Donald J Trump Supporter Twitter Page!!! #MAGA  #Trump2020 Promises Kept! Recognized by DJT!","https://t.co/mVHOxzYUNT",FALSE,33605,21373,160,22754,3041,2012-11-21 23:41:12,FALSE,"https://t.co/mVHOxzYUNT","https://www.donaldjtrump.com/","en","https://pbs.twimg.com/profile_banners/963297229/1527721076","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/829068359861993473/FFr0pJaD_normal.jpg"
"x102541918","x1085662400718594049",2019-01-16 22:17:41,"vampiro_vampiro","Según la Encuesta Nacional de Seguridad Pública Urbana, 86.8 de los encuestados en el Municipio de Guadalajara afirmó sentirse inseguro.  https://t.co/M9X7fMdN5X","Twitter for iPhone",140,,,,FALSE,TRUE,0,9,,,,,,,,,,,,,,"x34080203","muralcom","es",,,,,,,,,,,,,,,,"x1085649455951441920","Según la Encuesta Nacional de Seguridad Pública Urbana, 86.8 de los encuestados en el Municipio de Guadalajara afirmó sentirse inseguro.  https://t.co/M9X7fMdN5X",2019-01-16 21:26:15,"GR_Feed",10,9,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085662400718594049","vampiro","Guadalajara, Jalisco","Director of Talent for LUCHA UNDERGROUND and AAA WORLD WIDE. Wrestler/Actor/Agent/Producer/Krav Maga Instructor/Musician/ PUNK ROCKER/GUARDIAN ANGEL /Dad/ PMA","https://t.co/WTZTuiCeWm",FALSE,53698,225,464,38223,3084,2010-01-07 01:46:45,TRUE,"https://t.co/WTZTuiCeWm","http://www.vampirotv.com","en","https://pbs.twimg.com/profile_banners/102541918/1513991825","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/898285046032936960/7fxip_Eh_normal.jpg"
"x14122092","x1048262589640314885",2018-10-05 17:24:11,"WeAreAllMAGA","@rp6805 Sock?","Twitter for iPhone",5,"x1048254751471820803","x2386197305","rp6805",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2386197305","rp6805","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1048262589640314885","MAGA","","",,FALSE,4592,287,26,186,60,2008-03-11 12:08:25,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1048303652534775808/9FdwGvCL_normal.jpg"
"x582221316",,,"bailey_lorna",,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA",,"Lorna Bailey","Texas, USA","#MAGA #Patriot 🇺🇸 Awareness = Realization💖Realization=Awakening💖Awakening=Light💖Light=Truth 🇺🇸",,TRUE,8942,597,14,2617,3645,2012-05-16 20:30:19,FALSE,,,"en","https://pbs.twimg.com/profile_banners/582221316/1451266143","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/681285701434933248/jI8uhv51_normal.jpg"
"x25816369","x1085578766456373254",2019-01-16 16:45:21,"drdavidsamadi","Be proactive during active surveillance:
#health #healthtips #prevention https://t.co/2eOZq2mvvU","Hootsuite Inc.",96,,,,FALSE,FALSE,19,5,"health healthtips prevention",,"ow.ly/VxK230n2kLv","https://t.co/2eOZq2mvvU","http://ow.ly/VxK230n2kLv",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085578766456373254","Dr. David Samadi","Manhattan, New York","@FoxNews Medical A team. Chief of #RoboticSurgery at Lenox Hill Hospital. Expert in #ProstateCancer. #MAGA https://t.co/1y8fLE34Ga","https://t.co/rCUwkkH0If",FALSE,53435,2291,418,14889,2638,2009-03-22 13:19:49,TRUE,"https://t.co/rCUwkkH0If","http://www.prostatecancer911.com","en","https://pbs.twimg.com/profile_banners/25816369/1506696177","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/893848186338635782/sfXeSSch_normal.jpg"
"x17543438","x1084094801463701504",2019-01-12 14:28:36,"DabneyPorte","@realDonaldTrump Mr. President,

Declare a national emergency NOW. 
 
Build a wall NOW.","Twitter for iPhone",108,,,,FALSE,TRUE,0,9964,,,,,,,,,,,,,,"x432895323 x25073877","LindseyGrahamSC realDonaldTrump","en",,,,,,,,,,,,,,,,"x1083797038326792192","@realDonaldTrump Mr. President,

Declare a national emergency NOW. 
 
Build a wall NOW.",2019-01-11 18:45:24,"TweetDeck",30558,9964,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084094801463701504","Dabney ⭐️⭐️⭐️","Baltimore, Maryland","FORMER Marketing, #Brand Spokesperson & Media Personality~ NOW fighting to #MAGA! #NavyBrat #Patriot #GodIsGood ❤️🇺🇸❤️🇺🇸❤️",,FALSE,57560,43031,2215,238189,27351,2008-11-21 19:20:51,FALSE,,,"en","https://pbs.twimg.com/profile_banners/17543438/1543288728","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1025202283225800710/zjEwrUK1_normal.jpg"
"x18050342","x1085557597166481409",2019-01-16 15:21:14,"ChrissyFOX5","Dan Wyman sends in this pic of the day from Oceanside.  #sandiegowx https://t.co/QI6SbYZo4N","Twitter Web Client",67,,,,FALSE,FALSE,9,2,"sandiegowx",,,,,"http://pbs.twimg.com/media/DxCssOiU8AAR2e9.jpg","https://t.co/QI6SbYZo4N","https://twitter.com/ChrissyFOX5/status/1085557597166481409/photo/1","photo","http://pbs.twimg.com/media/DxCssOiU8AAR2e9.jpg","https://t.co/QI6SbYZo4N","https://twitter.com/ChrissyFOX5/status/1085557597166481409/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085557597166481409","ChrissyFOX5","San Diego, CA","Meteorologist. Krav Maga Worldwide Student: level 4 (green belt). Journalist. Show host/producer/writer. Sports Feature Reporter",,FALSE,14862,4564,372,8610,213,2008-12-11 16:09:33,TRUE,,,"en","https://pbs.twimg.com/profile_banners/18050342/1541169742","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/949328350929039360/N7ImAQXD_normal.jpg"
"x1568816142","x1085685424452980736",2019-01-16 23:49:10,"MagaGuatemala","Comunicado de prensa. https://t.co/aHB2WbY3XS","Twitter Web Client",21,,,,FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/media/DxEhBe8VsAAMnpH.jpg","https://t.co/aHB2WbY3XS","https://twitter.com/MagaGuatemala/status/1085685424452980736/photo/1","photo","http://pbs.twimg.com/media/DxEhBe8VsAAMnpH.jpg","https://t.co/aHB2WbY3XS","https://twitter.com/MagaGuatemala/status/1085685424452980736/photo/1",,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1085685424452980736","MAGA Guatemala","7a. Avenida 12-90 zona 13","Cuenta Oficial del Ministerio de Agricultura, Ganadería y Alimentación de Guatemala.","http://t.co/crezO05Y5q",FALSE,17156,530,63,6272,3624,2013-07-04 19:01:04,TRUE,"http://t.co/crezO05Y5q","http://web.maga.gob.gt","es","https://pbs.twimg.com/profile_banners/1568816142/1547469683","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1032340447065071616/L0we3RTP_normal.jpg"
"x251995910","x1084789916226203648",2019-01-14 12:30:45,"DylanMoscovitch","Backstage for day 1 at the #CTNSC19! @SkateCanada https://t.co/3E0NF062Gd","Twitter for iPhone",49,,,,FALSE,FALSE,138,22,"CTNSC19",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1084789727545315328/pu/img/raMGNdnmPsB-K3CB.jpg","https://t.co/3E0NF062Gd","https://twitter.com/DylanMoscovitch/status/1084789916226203648/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1084789727545315328/pu/img/raMGNdnmPsB-K3CB.jpg","https://t.co/3E0NF062Gd","https://twitter.com/DylanMoscovitch/status/1084789916226203648/video/1",,"x32926557","SkateCanada","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1084789916226203648","Dylan Moscovitch","Toronto","Former Team Canada pair figure skater. Olympic medalist. Figure skating/power skating coach. Krav Maga student/instructor. Motivational speaker. Actor. Model.","https://t.co/SdJbwh5yQQ",FALSE,9495,1192,268,2023,5002,2011-02-14 08:03:25,TRUE,"https://t.co/SdJbwh5yQQ","https://www.bnmmodels.com/portfolio/men/men/1276427/dylan-moscovitch","en","https://pbs.twimg.com/profile_banners/251995910/1401322941","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1054450450563514368/ZLadgiJP_normal.jpg"
