"","listing_id","id","date","reviewer_id","reviewer_name","comments","city"
"12",15528667,248041279,2018-03-30,141590600,"Teresa","Perfect in every way - description, communication, space, accommodations, location. I work at Schrafft’s and it was only a 7 min walk. Maria is a fantastic host. No complaints whatsoever.","Boston"
"13",17419858,263633051,2018-05-12,55870211,"Lara","Nice and clean place to stay and very easy to access in a nice neighborhood.","Boston"
"14",23454978,271166963,2018-05-31,14762949,"Andreas","Sensationelle Lage im Nordwesten von Boston, tolle Aussicht und Nähe zum Stadium, S-Bahn nur 5 min Fussweg.","Boston"
"15",1141522,337220705,2018-10-15,55274278,"Rebecca","Bathroom was not one I wanted to use. Did not meet my standards of cleanliness.","Boston"
"16",15129089,257052592,2018-04-24,133169366,"Aaron","Nice place. Nice location. Great deal for the money","Boston"
"17",15018607,332970569,2018-10-06,55576678,"Sarah","Cloe's place was a great find in Boston. Located only one stop from central Boston. The space is super cozy and has all amenities for a long or short stay. The apartment is spotlessly clean and the shower has excellent pressure. Located a very short walk from a train station on a quiet street very near the airport. Cloe is an excellent host and was very easy to deal with.","Boston"
"18",14747309,300170060,2018-08-01,194465403,"Ken","Antonie was very accommodating and Priscilla was there to meet us and help us get settled into our room.","Boston"
"19",23746513,279094620,2018-06-19,59189770,"Brianna","Place was only a short walk to the subway and easy to get in and out of town, easy communication and stay. we enjoyed our few days there and would recommendto anyone looking for a place to stay in boston!","Boston"
"20",15833104,269527580,2018-05-27,58071912,"Phil","Overall great experience. Check in was a little confusing (didn't know we had to check in online before we would get check in instructions) The flat had great air conditioning (Which was great considering it was very very hot during our trip) had free coffee, soaps, etc and was in a fantastic location. Very close to the commons & 30 min walk to Fenway. 

Would recommend staying if you are ever in Boston.","Boston"
"21",20000347,319544012,2018-09-06,14939042,"Brett","A little unkept but overall not a bad place. Had to bail due to the heat but the weather was unusually hot. Nick a very gracious and empathetic host","Boston"
"22",22627396,348089102,2018-11-12,94088066,"Stephanie","The host canceled this reservation 47 days before arrival. This is an automated posting.","Boston"
"23",10231171,261462814,2018-05-06,116447366,"Aubrey","When booking a room, my only requirements are a comfy bed and a hot shower. Unfortunately, I was very disappointed as there was no hot water at all. Joe’s place is not worth $100 a night. There was a strict house rule of quiet hours beginning at 10pm, yet someone was doing dishes well into midnight. Which wouldn’t be an issue but you could hear everything going on in the apartment. I am normally very easy to please but I left feeling ripped off and disappointed.","Boston"
"24",21941640,327859072,2018-09-24,184101983,"Peter","Excellent location. When flying in it is so easy to get to. From the free shuttle to the airport subway station it is only an easy 10-15 minute walk.","Boston"
"25",17039358,332531655,2018-10-05,6153251,"Maria","Very nice, clean and spacious apartment. We stayed for two nights, and the location gave us the opportunity to see a lot of Boston. Everything is right around the corner, and the apartment itself is cozy, spacious and just what we needed. Totally recommendable!","Boston"
"26",24352396,265281077,2018-05-16,53488668,"Jesse","Great place, great location!","Boston"
"27",13443949,273260855,2018-06-05,33665722,"Diwen","Good location, easy to find.","Boston"
"28",1550047,253174521,2018-04-13,24475180,"Jesse","A well guided instruction before arrival, smooth check-in thanks to the digital door keys.

Well located in the city with easy access for Uber or the public transportation.

Great price for the location.","Boston"
"29",13655923,341383770,2018-10-26,53719629,"Henry","The host canceled this reservation 187 days before arrival. This is an automated posting.","Boston"
"30",23130922,262031193,2018-05-07,107711795,"Kim","Great location! A lot of the better restaurants are on Newbury street (approx 30 min walk) but there’s still a good variety of restaurants within a 10-15 min walk. Plan to do a lot of walking because parking prices are higher than average. The place is small but for the price, it is half of all the hotels I found. It does have everything you need (towels, plenty of water, AC and fan, etc). The biggest downside is the pillows are very flat, so it was hard to sleep every night for my boyfriend and I. Some other minor things to keep in mind, we woke up with some bug bites in the morning but never saw an actual bug and sometimes the hot water doesn’t last very long in the shower. Would probably stay here again.","Boston"
"31",17436077,345219503,2018-11-04,66066426,"Frank","Excellent location and wonderful layout. Place is very welcoming and Kate was incredibly responsive both before and throughout our stay.","Boston"
"32",22291813,227366058,2018-01-14,109918964,"Navann","This apartment was located near the airport, it was very convenient to get to the airport and the T. The apartment was very spacious and clean. I highly recommend staying here.","Boston"
"33",1115394,336009085,2018-10-13,28866985,"Michelle","We enjoyed our stay at Meg’s place and it was good for what we needed. The decor has changed slightly since the photos were taken, but still nice and clean.","Boston"
"34",11016623,230000068,2018-01-26,105579566,"Katie","Great spot! Nice apartment, easy to get to, easy to get around town - overall, a wonderful experience!","Boston"
"35",15569507,340302817,2018-10-23,151269848,"Daniela","This hostess does not respect the reservation commitment made in advance, does not respond to contacts and concelued our reservation on the day of the stay, leaving us in a critical situation with no place to stay, as the city was crowded and with no other possibilities of stay because of the Red Sox games. Her lack of commitment to our reservation made our trip sad and unhappy. Because of this situation we had to spend more money than the
expected, because what we found available were values much higher than
we could spend and in places far away from what we plan to stay.
I would not recommend this hostess to anyone as it can ruin your trip as well.","Boston"
"36",17625675,295954293,2018-07-24,74988435,"Prabjot","It is perfect for the price, one washroom to be shared with 4 rooms, so have to wait in morning to take shower. Bedroom was clean, smells fresh, air conditioner for every room.
I didn’t like the neighbourhood, will not feel safe walking their at night. Again that’s the reason it is lot cheaper.
I will go their again.","Boston"
"37",7651065,320286913,2018-09-08,188192597,"Luisa Fernanda","Linda is a great host, have a beautiful house, and is really nice person, was the best election to been in her house.","Boston"
"38",20436494,338151155,2018-10-18,25773499,"Greg","Basic, no nonsense place for a traveler. Not many close food options if on foot. Shared with a family of 4 who were a bit noisy but not the hosts fault. Would stay again for sure. The value and proximity to Red Line and where I work when in Boston is totally worth it.","Boston"
"39",28154477,338120935,2018-10-18,74672372,"Natalya","This place is great! The location is spectacular and it is so clean and cozy. The host immediately responded to all questions and was so nice and hospitable. This is worth every penny and was perfect for a business trip while working in government center. I was able to walk everywhere and ate at some great restaurants in the neighborhood.","Boston"
"40",24377640,288406400,2018-07-09,189934943,"Katelyn","Hong is very kind and responsive to messages. The apartment is clean, bright, and in a wonderful location.","Boston"
"41",19140676,323028125,2018-09-14,145177180,"Rob","I would surely rebook with Tianyu if visiting Boston again. Tianyu is a friendly guy who is very much willing to help, the room is perfect and the house is located very close to the Metro station!","Boston"
"42",24914518,345593038,2018-11-05,69418448,"Elizabeth","Priced nicely for a place in Boston. Plenty of free parking - a major bonus in the Boston area! There is a beautiful view from out side the back of the house. Definitely watch the video provided before arriving in the dark! Once you do, checking in will be easy. The place was clean. Very minimally appointed, which was fine for a weekend spent mostly out and about. The ceiling is thin so footfall noise from the house above is very loud.","Boston"
"43",5734770,250563164,2018-04-05,2709359,"Liz","Ashley and Dennis’s place was absolutely beautiful and the location ideal for getting about by public transport. Back bay station is just around the corner making it so easy to get around Boston but also was super handy for us catching the Amtrak train to NYC. We didn’t get to meet Ashley but Dennis and Pickle were very friendly and welcoming and Dennis was able to give us some great tips and information.","Boston"
"44",15256954,244389808,2018-03-18,126084722,"Rusty","Everything was in order as promised. Deanna went the extra mile!","Boston"
"45",16239455,273879673,2018-06-07,29413126,"Nancy","Un immense merci à Victoria pour son accueil et son appartement qui était propre, vraiment à proximité du métro et très grand pour 3 adultes! C'était aussi très tranquille et magnifique! Nous nous y étions vraiment bien. Les puits de lumières et le cachet du quartier sont aussi des atouts. Un immense merci pour notre séjour!","Boston"
"46",4447990,279064259,2018-06-19,193880165,"Ashley","This was my first AirBNB, and if any other BNB is anything remotely close to the experience, my family will NEVER stay in a hotel again. This truly was an awesome experience! 

To begin with; I was a bit nervous at first, I typically overspend on well-known hotels, or resorts, assuming that they will reliably provide what it is I’m looking for. John’s place exceeded. It was immaculate, it largely incorporated the homely feeling of the safe, and friendly community it was located in and ultimately added to the experience! We felt as though we were local! The home itself was VERY well kept, and accommodating. It was stocked with all basic necessities and even some extra amenities! My fiancée and I were visiting Boston leisurely and found a very EASY commute through the commuter rail, and also cheap pricing through Uber.  The streets were quiet at night, the ac (which was dire to us in the middle of June) kept the place comfortably cool, and John was even thought to provide laundry soap readily available in the space, when we forgot to even pack ours! The unit itself was obviously very meticulously maintained, clearly it is well kept by himself or exceptional staff frequently.  For my future endeavors Into Boston I will absolutely request to book this gorgeous home! Thank you very much John for the great accommodations for our vacation!! 100/100!","Boston"
"47",27126754,317758009,2018-09-02,181546341,"Lin","Akiki is really a nice landlord. We had a great time there. The neighborhood is amazing and safe. There are so many Asian restaurants nearby and the transportation is really convenient because the green line is really close.","Boston"
"48",17807912,317744721,2018-09-02,23868674,"Jason","Na","Boston"
"49",11912139,262969284,2018-05-10,2090439,"Matt","Susan's place was perfect.  She accommodated my last minute request, made check-in super easy, and had beautiful touches to the very very clean room which made things very nice (chocolates, water, etc).  My only regret is that I wasn't able to chat with her more- but I definitely plan to be back.  It's a true gem of an apartment and she was a wonderful host.","Boston"
"50",19143327,294085765,2018-07-21,54503646,"Kelli & Bryce","This great apartment is in an amazing location, walkable to the Public Garden & Boston Common and about a 15-20 min walk to Quincy Market and the Long Wharf. There are several convenient food establishments and 7-11 just half a block away. We’d come back!","Boston"
"51",5967421,265555502,2018-05-17,73175682,"Karmen","This is good value for money if you are out and about the whole day and only looking for a very affordable place to sleep. The bedroom is a clean welcoming sanctuary after a busy day.","Boston"
"52",8981656,320314418,2018-09-08,11600650,"Bruce","This little basement “suite” is described well. We stayed one night and were pleased with the bath and shower.  The bed was comfortable but be aware that both the left side and bottom of the bed are close to the wall so it is awkward for a couple getting in and out of the bed. Linens were clean.","Boston"
"53",23304103,313548235,2018-08-25,52809690,"Scott","Enjoyed our stay and Phil's hospitality.","Boston"
"54",25139591,303502641,2018-08-07,17010369,"B.J","Wonderful space - and fantastic location!","Boston"
"55",5884429,295935344,2018-07-24,169843369,"Clare","We can't praise Linda enough for her hospitality and the superb accommodation provided within her home. Linda was on hand whenever we needed her to answer any of our questions. We were made to feel very welcome and Linda's house felt like home from home. It was very conveniently situated for a short walk to local amenities and when travelling into Boston centre the public transport was easily accessed and convenient to use. I would highly recommend Linda's home if you were wanting to visit Boston.","Boston"
"56",22389994,300240025,2018-08-01,90949197,"Toni","Place good. Nice host.","Boston"
"57",21267272,309737885,2018-08-18,37762396,"JiJi","I requested for the booking a day before my check in. J promptly responded and accepted to my request.

The house was very nice and clean and the room and bath were very well prepared. 
In addition, Located right next to the beach, I spent many time by the beach and at the castle island. 

I didn’t have chance to meet J but was able to reach out to him easily. 
","Boston"
"58",6089865,243853918,2018-03-17,177744881,"Emily","Great hosts amazing space . Would recommend","Boston"
"59",200265,264695004,2018-05-14,17273448,"Anouk","Susan is a great host. Welcoming, warm and nice to talk to. Her house is beautiful, spotless clean and the room super cozy. Would definitely stay here again.","Boston"
"60",24694003,338118396,2018-10-18,24156207,"Phillip","Val's place is a stylish condo in a super convenient location. I was staying here for business and it was a short walk from right where I needed to go. Can't beat it!","Boston"
"61",1332786,300214136,2018-08-01,61416780,"Christina","I had a great stay! Everything what I needed was in the room. Location is good near the subway to Boston City Center.","Boston"
"62",16971718,319155156,2018-09-05,99761125,"Sabrina","The apartment is beautiful,  cosy, clean and full of equipment. 10 minutes walk to the subway.  Heidi is a wonderful host and always responsive to any help.","Boston"
"63",21623737,246534420,2018-03-25,167477972,"Charnida","Honestly, it was an amazing first experience and I absolutely enjoyed staying here. Philip and his wife are awesome people and I will definitely come back to stay with them again!","Boston"
"64",7181950,325072858,2018-09-18,31544213,"Kayla","Jason was a very thorough, detail oriented host who responded to all messages promptly and clearly. The apartment was adorable! Thoughtfully decorated, clean, and well stocked with everything we needed! I highly recommend this space to anyone who wants to stay in the North End (and everyone should because it is an amazing area!) and close to everything Boston has to offer. Thank you for an amazing couple days!","Boston"
"65",17806747,254678532,2018-04-17,13640455,"Abel","I enjoyed my stay in Caroline's wonderful condo.  It's a beautiful and quiet place in a tucked away spot right in the heart of the North End.  I loved that the condo is in this quaint and historic residential neighborhood.  Little Italy's restaurants are right at your door step.  Everything is as advertised here.  It has all the modern, luxury condo amenities and even a private roof deck.  It was a perfect location for my stay during Boston Marathon weekend.  A great space to relax and unwind, while also near all the marathon events and Boston attractions.  Caroline was the consummate and thoughtful host.  She checked in to ensure I had everything I needed and even offered me a rain jacket when the weather turned inclement.  I highly recommend Caroline's condo and hope to return here on future visits.","Boston"
"66",15660279,334315104,2018-10-08,109863404,"Phil","Great home in an excellent location.  Walkable to many attractions.","Boston"
"67",21135749,342292903,2018-10-28,48583649,"Gabby","Great location!! Would definitely recommend.","Boston"
"68",24300286,262125523,2018-05-07,180815862,"Taylor","The host canceled this reservation 10 days before arrival. This is an automated posting.","Boston"
"69",14107067,256317939,2018-04-22,167227127,"Matt","This place is awesome. Literally in walking distance to most resturaunts. I would stay here again for sure.","Boston"
"70",15016872,339417985,2018-10-21,12010443,"Kristi","It’s the perfect little place to rest after exploring the city. Comfortable bed, good shower, and a mini fridge and microwave for convenience. No tv, but they provide wi-fi, so streaming things on a smart phone or tablet was no problem.","Boston"
"71",24798737,333009630,2018-10-06,128791066,"Shubham","Its a comfortable place with everything You need.
A 5-7 minute walk to nearest public transport. 
Only downside is that its get crowded to access the washroom when there are many guests.","Boston"
"72",21473721,327279734,2018-09-23,181494397,"Jorge","1st the location was amazing and so was the the communication. If that is what you are looking for this place is good. And I will warn you the pictures listed were really incorrect. The room had a lot flaws like doors that didn’t open, Door locks were loose, toilet seat needs to be replaced and parking was terrible. I spoke to the point of contact and she said find a spot that’s residential, a parking lot that was not close or just pay the $40 fine since it is the same price as parking. Well the parking ticket was actually $60 which I received. Overall the unit needs some remodeling for the prices being asked and I would not stay or recommend.","Boston"
"73",23274657,302352732,2018-08-05,82316836,"Juliana","Really close to a great location (South End) and super responsive host. Place was clean and had Netflix, which is always cool. The only issue we had was that one bedroom did not have AC. Overall we had a great stay and recommend the place!","Boston"
"74",21174446,261475832,2018-05-06,26537571,"Sarah","Great location and terrific space. There were 6 adults in my group and there was plenty of room for everyone.","Boston"
"75",2723274,254653340,2018-04-17,41865117,"Carrie","My husband and I had a great week at Albert's condo. Close to restaurants and shops of all kinds. I came in to do the marathon. The condo was perfect for my race week. Albert was a really good communicator and we had no problems with our stay in Boston. Looking forward to coming another time.","Boston"
"76",1141522,228961125,2018-01-21,104878371,"Cim","Easy to get to, comfortable, and affordable home. Easy check in and check out. 5 min walk to Airport station which can get you right downtown in under 10 min. Would definitely stay here again.","Boston"
"77",20696002,224286985,2018-01-02,89132386,"Jordan","PROS: Great location right by the airport with spacious rooms, an amazing living room, and an adequate kitchen. Wi-Fi and cable worked perfectly without fail for the entirety of the stay. In the spring/summer/fall, this would be a great place to visit for an out of town guest.

CONS: During our stay in January, the unit did not have working heat. Using the provided space heaters caused the circuits to trip, which required frequent trips to the fuse-box to reset. The shower also did not heat up to a comfortable level. We had some difficulty getting in touch with Caroline during our stay.","Boston"
"78",23630804,317683353,2018-09-02,193542702,"Shannah","Great location and cute spot!","Boston"
"79",21346776,236861337,2018-02-20,69082147,"Baowei","The place is very new and modern, and pictures are accurately showing the nice rooms. Just to clarify the checkin process as it was not 100% clear to me before hands. There is a lock box nearby for the keys, but the building (particularly the next door neighbor!) asks some one to escort guests quietly into the building for the initial checkin at least. As a result and understandably, the owner wanted to have an accurate estimate of the arrival time. This could be a little inconvenient if you may have other plans in mind before checkin. Another thing to keep in mind is that make sure you don't forget your belongings, as it won't be so easy to get them mailed if you are from out of town.","Boston"
"80",20818827,310398341,2018-08-19,92399041,"Daniel","Perfect place to stay in Boston, easy to find and in a safe neighborhood. I totally recommend this place.","Boston"
"81",6390821,254410273,2018-04-16,340689,"Nicole","Humberto is a phenomenal host. He was quick with responding to my emails and all my queries. He greeted me upon arrival and offer many recommendations on amenities and local services nearby. He helped me with transportation details for Boston marathon weekend. He even accommodated for my late checkout. Fantastic host, great place to stay.","Boston"
"82",19103076,305580726,2018-08-11,13570255,"Rebecca","Selim is a great host.so helpful and quick to respond. Thank you for a comfortable stay. Good location and accessible amenities. Definitely will stay again.","Boston"
"83",20228320,231129940,2018-01-30,167789394,"Kristin","The apartment was very tidy and had everything we needed to cook a few meals at home. The location is great, especially if you love Italian food! It was a very comfortable stay, I would highly recommend.","Boston"
"84",5927267,244489882,2018-03-18,122842457,"Evan","Very close to public transportation, local bars, food, etc. host is very responsive and very hospitable. Would definitely stay again","Boston"
"85",22764995,294902999,2018-07-22,112723892,"Lauren","Stay was great! Convenient and close to everything.","Boston"
"86",19103076,289959314,2018-07-13,130175569,"Isaac","This place was nice and clean.","Boston"
"87",2183058,339396650,2018-10-21,55995401,"Heather","Immaculate apartment in great location, perfect for two, a little cosy for 4. No internal doors (apart from bathroom) so you have to be very good friends! Everything we needed and ample toiletries etc. Really comfy bed and sofa bed that converts easily","Boston"
"88",26352727,289581718,2018-07-12,54980662,"Fritz","Beacon Hill location is a good way to see various parts of Boston.  
The apartment was clean, and had everything we needed.   We didn't spend much time there during the day, as we were busy sightseeing and enjoying Boston.
You can easily walk to the North End, Cambridge, Faneuil Hall or the Boston Common area.
As the description says there are 5 flights of stairs to get to the apartment so you will get your stair master in.
As we drove to Boston, parking was a bit of an issue.  As we had an SUV, street or cheap alley parking was not an option.  We used the Center Plaza garage which worked just fine, and was $90 for 4 days reserved via SpotHero.","Boston"
"89",19727919,294138681,2018-07-21,122062773,"Miles","Overall fantastic","Boston"
"90",8720718,272992815,2018-06-04,7253435,"Bracha","Very well appointed room and bath with private entrance and secure premises. Conveniently located in JP. Friendly host who welcomed us.","Boston"
"91",29208437,337794181,2018-10-17,195410457,"Cas","If I could give extra stars for location I would! The price point was excellent based on the location. The space was cozy, clean, and hit all the necessities. 
10/10 would recommend.","Boston"
"92",24918538,309720702,2018-08-18,209145054,"Amy","This space is very cozy if you're just looking to sleep. There are 4 bedrooms rented out with a small washroom and a kitchen area.","Boston"
"93",8388481,297849762,2018-07-28,196435107,"Vanessa","Todd is a great host and tries to make sure his guests are comfortable. I would definitely stay at his place anytime I’m back in Boston.","Boston"
"94",29062784,340630365,2018-10-24,30417476,"Sonika","It’s a great place. Very close to the baseball stadium and downtown Boston. 
Also the area has great eating joints on walking distance
The apartment is a cozy little apartment and has all amenities. The hosts are readily available and super quick on their responses.","Boston"
"95",6730758,246939268,2018-03-26,45613300,"Erika","We felt very comfortable and welcomed at Danielle and Peder’s house. There were a number of touches that made our stay comfortable. The walk to the T was easy and pleasant.","Boston"
"96",7614517,308558461,2018-08-16,9995382,"Stefanie","Wonderful, very clean and comfortable flat in a great location. All attractions are easily reachable by foot. 
Huge and comfy bed. 
Conversation with Jim was uncomplicated, friendly and he was reachable all the time and was very flexible. We highly recommend the flat ! Thank you Jim!","Boston"
"97",22099733,235429909,2018-02-16,38850324,"Alexandra","Boris & Susan's place is gorgeous. It's like staying in a boutique hotel but in East Boston's neighborhood. A plus, they have compliments for their guests! Too bad I stayed there for one night because I would love to have a long stay there.","Boston"
"98",19338355,258130399,2018-04-28,102238457,"Deeann","We were in town for a conference at the Hynes Convention Center and to do some sightseeing.  It is in a good location for catching public transportation.  It was an easy walk to the Convention Center.   There were maps and amenities.  The bed is comfortable band shower is good.","Boston"
"99",15522020,253177572,2018-04-13,181869903,"Lauren","Amazing to talk to, great location, great gem in the north end of Boston.","Boston"
"100",1584362,277543263,2018-06-16,182682487,"Billy","We stayed here for a concert in Boston, and the ease of travel from here to the city using the T was very easy and cost efficient! If you're looking for an excellent place that has the ease of getting to downtown but for a fraction of the cost, this is a great spot.","Boston"
"101",7475573,286102364,2018-07-05,5185706,"Donald","Pros:
Location is central - you can walk anywhere
Self check in - takes the hassle of coordinating arrival time 
Reasonably priced
The view - could see the Prudential and John Handcock buildings 
high ceilings 

Cons: 
Felt like a hotel - managed by a corporation - I was fully aware of the non refundable policy but I booked the wrong dates and less than 40 minutes later they refused to refund or change.
-cleaner entered the room without knocking (I was unclothed). He then kept the door opened as he verified my check- out date!
- tiny, but adequate, bathroom that lacked anyplace to put - well anything! Had to place toothbrush, toothpaste, razor etc on the counter in another room!
-noisy - Newbury Street is busy at night 
-furniture a bit beat-up. Nightstand looked like it was used for target practice","Boston"
"102",14704252,261453110,2018-05-06,3064273,"Michael","Definitely a good space for a group of people looking to have a good time in Boston.","Boston"
"103",23219663,248036077,2018-03-30,176940620,"Xavier","Ngan was a great host, always responded and she also asked how everything was going during our stay. The apartment was the same as the photos, it has a very large and very comfortable bed, in a great area and in the city center, you can go anywhere from there. The subway (the T) station was in front of the apartment. Definitely if we come back we will stay there again.","Boston"
"104",20307561,267751553,2018-05-22,180911402,"Huizhuoran","Very clean, big place! Friendly host and quiet neighborhood ~","Boston"
"105",19858871,317061065,2018-09-01,68291060,"Lori","Good location. This is garden level and it was very hot when we were there. There’s a bit of a musty smell. The patio looks nice but so much debris on it, it would be hard to use unless you want to clean the cushions, etc. We didn’t cook, but kitchen was well appointed. Nice to have 2 bathrooms.","Boston"
"106",26130049,331055912,2018-10-01,78191026,"Pauline","Great little room. Easy direction to follow. We loved how close to the airport and the T blue line the  apartment is. Very convenient.","Boston"
"107",14936017,314230625,2018-08-26,208956718,"Brian","The place is a really nice and relaxing condo tucked away in a quiet neighborhood that was just minutes away from the T stop.  The pointers and notes left around the house helped us a lot in planning our trip or just lazily swimming in social media and Netflix.  The Keurig machine is a life saver and the keypad lock system was super easy to use.  This was definitely a stay that was head and shoulders above any other Airbnb experience we've ever had, and for a reasonable price in the Boston area as well. If this place is available, we recommend you take it!","Boston"
"108",26227047,327848193,2018-09-24,35350356,"Brad","Great location, unit is tight quarters in bathroom and kitchen area.  Great easy check in process","Boston"
"109",19159379,319162900,2018-09-05,28189250,"Cristóbal Andrés","The place was great! It is super well located just 5 minutes from the subway, with shops, restaurants, cafés nearby. The room was sparkling clean, has a nice table for two to dine, the bed was comfy and the bathroom was nice. 
José, the host, receive me close to midnight and show me around, offer recommendations of places, and let me leave my bags the whole last day to pick them up in the evening. He was really nice and attentive overall.
I would definitely recommend the place!","Boston"
"110",336946,276026986,2018-06-12,95760025,"Christopher","We had a lovely stay with Andrée. Great place, really cool. Perfect location and everything was as advertised. Would definitely visit next time we're in Boston.","Boston"
"111",18193553,276702524,2018-06-14,42383376,"Jessica","Great, peaceful, spacious place to stay. Not only did I get to run along the beach which is just 10mins walk from the place, but it was simple to get in and out of town. Communication was excellent even if any questions at awkward times for my host, who was abroad for some of the stay. The room was spacious and comfortable, and clean. The house itself was cleaned thoroughly be cleaners each week! Wishing you guys all the best, and thank you!","Boston"
"112",15832498,270559835,2018-05-29,135034901,"Leah","What an incredible stay! Kenneth was the most thoughtful host and made our trip extra special. The kitchen was a dream to cook in and washing dishes was no problem with the beautiful view of the backyard from the kitchen sink. The entire apartment was clean, comfortable, well decorated, spacious, and cozy. The bathroom felt very modern and had everything we needed. Quick walk to the T, grocery/convenience store and downtowns JP. Honestly- can’t wait to come back!!","Boston"
"113",20540178,299769995,2018-07-31,138067983,"Jake","Robert was a great host who was very helpful and accommodating. His apartment, though under some repairs, was very nice and clean. His cats were also very friendly as well.","Boston"
"114",6089865,333035936,2018-10-06,76746932,"Hector","Great host, perfect location.","Boston"
"115",13188501,303960504,2018-08-08,32195598,"Jennifer","Loved my stay at Michelle's place. Location - right in the heart of Beacon Hill could not be beat! The apartment was a really great use of space (the bed in the ceiling was very cool - and comfortable!). The kitchen and all the furnishings were very high end. 

I had a bit of trouble getting in - the key to the front entrance of the building would not turn in the lock. I could not reach the housekeeper, but when I reached Michelle at 10:00pm on a Monday evening, she and her husband drove from their home (an hour away!)  to ensure I got in. THAT is customer service!  (Especially because it turned out that the key DID work, it was just a bit temperamental.)

I would definitely stay here again","Boston"
"116",22940115,289123903,2018-07-11,14951345,"Payton","This place was so so cute & the perfect place to stay while I’m Boston! Although it’s in East Boston and a 15 mins drive away from the touristy locations, being able to experience a different, more local part of town was awesome. The little home was clean, homey, and Endang was such an amazing host! If I were to visit again, I would definitely stay here :)","Boston"
"117",13908031,267324666,2018-05-21,66748007,"Becky","A great little spot that's within a 5 min walk to the Blue Line and the airport. Andrea was super helpful and very easy to communicate with. Would definitely book again!","Boston"
"118",18719421,250550377,2018-04-05,180062344,"Katie","We absolutely loved staying at Lara's beautiful little home away from home. This Beacon Hill location is perfectly located in the heart of everything so it's all walkable and close. But you're part of a quaint little neighborhood and it's easy to start feeling a part of it all- quickly found a favorite bakery, our favorite ice cream, a great little workout studio. Fact that it snowed was icing on the cake!  Place was spotless, beds super comfortable, street quiet, place had all that we needed. My daughter loved the towels! Thanks for helping make a wonderful mother-daughter memory. We will definitely be back!!!","Boston"
"119",25484272,280192664,2018-06-22,29965124,"NictoriaJ","Owen is a one of a kind! I felt lucky to have him as a host! He was extremely accommodating. He also respected my space and even grilled some great BBQ during my stay. My experience was priceless and if you stay with Owen I'm sure yours will be too!","Boston"
"120",322593,323410239,2018-09-15,6803168,"Ron","Most charming location in Boston (and super walkable). Exciting stylish studio. The beautiful backyard adds a lot to the atmosphere. Above all, Edward is a kind, warm, considerate host, who responds within minutes to any question. Highly recommend.","Boston"
